Estimated flux uncertainties
  51
1.000e-11 1.000e-10 5.000e-10 1.500e-09 4.000e-09 1.000e-08 2.530e-08 3.000e-08 
1.010e-06 1.175e-06 3.100e-06 8.100e-06 1.190e-05 2.500e-05 3.175e-05 3.713e-05 
3.763e-05 4.830e-05 9.000e-05 1.430e-04 1.800e-04 1.885e-04 2.020e-04 2.095e-04 
2.200e-04 5.500e-04 6.700e-04 6.830e-04 9.500e-04 1.550e-03 2.200e-03 2.250e-03 
2.500e-03 3.900e-03 5.700e-03 5.200e-02 7.300e-02 7.500e-02 1.283e-01 4.200e-01 
6.700e-01 6.790e-01 7.500e-01 8.750e-01 1.010e+00 1.850e+00 2.479e+00 1.000e+01 
1.284e+01 1.384e+01 1.455e+01 
0.000e+00 1.000e+00 2.385e-01 1.007e-01 4.300e-02 1.920e-02 7.000e-03 1.202e-01 
2.306e-01 2.084e-01 1.330e-01 6.740e-02 1.508e-01 9.490e-02 1.557e-01 4.010e-01 
1.874e-01 1.356e-01 1.516e-01 4.870e-02 9.960e-02 2.908e-01 1.268e-01 2.134e-01 
9.220e-02 2.610e-02 4.440e-02 1.317e-01 4.560e-02 9.770e-02 4.810e-02 1.338e-01 
6.200e-02 9.440e-02 5.910e-02 9.450e-02 3.990e-02 9.360e-02 3.860e-02 6.900e-02 
3.390e-02 9.570e-02 4.690e-02 8.160e-02 5.880e-02 2.240e-02 6.310e-02 1.146e-01 
1.971e-01 5.312e-01 0.000e+00 
MCNP-estimated MG flux
 252   0 1.0000e+00  300.0000    0.0000
 3.000000e-06 3.100000e-06 3.200000e-06 3.500000e-06 3.730000e-06 4.100000e-06
 4.700000e-06 5.000000e-06 5.400000e-06 6.000000e-06 6.250000e-06 6.500000e-06
 6.750000e-06 6.875000e-06 7.000000e-06 7.150000e-06 8.100000e-06 9.100000e-06
 1.000000e-05 1.150000e-05 1.190000e-05 1.290000e-05 1.440000e-05 1.600000e-05
 1.700000e-05 1.850000e-05 1.940000e-05 2.000000e-05 2.050000e-05 2.120000e-05
 2.175000e-05 2.250000e-05 2.500000e-05 2.750000e-05 3.000000e-05 3.125000e-05
 3.175000e-05 3.325000e-05 3.375000e-05 3.500000e-05 3.550000e-05 3.600000e-05
 3.700000e-05 3.713000e-05 3.727000e-05 3.763000e-05 3.800000e-05 3.910000e-05
 3.960000e-05 4.100000e-05 4.240000e-05 4.400000e-05 4.520000e-05 4.830000e-05
 5.060000e-05 5.340000e-05 5.800000e-05 6.100000e-05 6.300000e-05 6.500000e-05
 6.750000e-05 7.200000e-05 7.600000e-05 8.000000e-05 8.170000e-05 9.000000e-05
 9.700000e-05 1.012000e-04 1.050000e-04 1.080000e-04 1.130000e-04 1.160000e-04
 1.175000e-04 1.190000e-04 1.220000e-04 1.430000e-04 1.700000e-04 1.800000e-04
 1.877000e-04 1.885000e-04 1.915000e-04 1.930000e-04 2.020000e-04 2.074000e-04
 2.095000e-04 2.200000e-04 2.400000e-04 2.850000e-04 3.050000e-04 5.500000e-04
 6.700000e-04 6.830000e-04 9.500000e-04 1.150000e-03 1.500000e-03 1.550000e-03
 1.800000e-03 2.200000e-03 2.250000e-03 2.500000e-03 3.000000e-03 3.740000e-03
 3.900000e-03 5.700000e-03 8.030000e-03 9.500000e-03 1.300000e-02 1.700000e-02
 2.000000e-02 3.000000e-02 4.500000e-02 5.000000e-02 5.200000e-02 6.000000e-02
 7.300000e-02 7.500000e-02 8.200000e-02 8.500000e-02 1.000000e-01 1.283000e-01
 1.490000e-01 2.000000e-01 2.700000e-01 3.300000e-01 4.000000e-01 4.200000e-01
 4.400000e-01 4.700000e-01 4.920000e-01 5.500000e-01 5.730000e-01 6.000000e-01
 6.700000e-01 6.790000e-01 7.500000e-01 8.200000e-01 8.611000e-01 8.750000e-01
 9.000000e-01 9.200000e-01 1.010000e+00 1.100000e+00 1.200000e+00 1.250000e+00
 1.317000e+00 1.356000e+00 1.400000e+00 1.500000e+00 1.850000e+00 2.354000e+00
 2.479000e+00 3.000000e+00 4.304000e+00 4.800000e+00 6.434000e+00 8.187000e+00
 1.000000e+01 1.284000e+01 1.384000e+01 1.455000e+01 1.568000e+01 1.733000e+01
 2.000000e+01
 2.783800e-10 2.407362e-08 5.805420e-08 1.472552e-07 2.362014e-07
 5.931400e-07 6.893320e-07 1.157790e-06 1.468290e-06 2.647592e-06 5.007950e-06
 7.940130e-06 1.384288e-05 5.131601e-05 6.556213e-05 8.532200e-05 9.309150e-05
 9.333120e-05 9.052750e-05 7.889408e-05 7.580241e-05 6.079860e-05 5.130550e-05
 3.311346e-05 2.051931e-05 1.537120e-05 1.122714e-05 9.342720e-06 7.958742e-06
 7.276824e-06 8.013941e-06 7.697004e-06 7.031220e-06 7.683184e-06 7.812315e-06
 6.777130e-06 7.293935e-06 6.688104e-06 6.979575e-06 6.224608e-06 7.234528e-06
 6.388995e-06 6.069088e-06 7.382012e-06 6.439284e-06 5.924440e-06 6.176406e-06
 7.037043e-06 6.497080e-06 5.684906e-06 7.603417e-06 5.714244e-06 4.452635e-06
 6.588215e-06 5.402725e-06 5.978197e-06 7.731709e-06 5.472846e-06 3.142392e-06
 6.903601e-06 6.858958e-06 5.980096e-06 6.550497e-06 5.299074e-06 7.716930e-06
 7.020336e-06 5.119569e-06 5.901700e-06 6.071000e-06 6.296346e-06 5.174988e-06
 5.731792e-06 7.745790e-06 5.641461e-06 6.227088e-06 5.610566e-06 5.508101e-06
 7.039120e-06 4.997433e-06 5.626480e-06 4.894241e-06 7.075976e-06 7.117658e-06
 6.234170e-06 6.284807e-06 6.659995e-06 6.347261e-06 5.901208e-06 5.188590e-06
 4.340720e-06 6.134466e-06 6.091840e-06 6.403017e-06 6.524970e-06 6.021958e-06
 6.446191e-06 4.859717e-06 6.506555e-06 5.764890e-06 6.244725e-06 4.940156e-06
 6.172902e-06 6.611825e-06 5.701584e-06 5.045374e-06 6.008162e-06 5.702579e-06
 6.041478e-06 5.531577e-06 5.778759e-06 5.866881e-06 6.202666e-06 6.162310e-06
 5.632627e-06 5.039659e-06 6.723566e-06 6.005867e-06 4.259449e-06 5.658522e-06
 4.759770e-06 6.167940e-06 5.827910e-06 6.151717e-06 5.646816e-06 5.646875e-06
 6.084526e-06 5.556474e-06 5.566374e-06 4.780020e-06 5.789532e-06 6.260796e-06
 5.292517e-06 6.301418e-06 7.228037e-06 4.843932e-06 6.861023e-06 4.615897e-06
 4.464567e-06 5.136070e-06 6.941153e-06 5.492328e-06 5.412436e-06 4.763393e-06
 4.894494e-06 5.812495e-06 5.939389e-06 5.146489e-06 4.951107e-06 5.515185e-06
 5.414877e-06 5.360288e-06 5.790193e-06 6.901480e-06 5.008979e-06 6.515805e-06
 6.364586e-06 4.756593e-06 5.356464e-06 5.528232e-06 6.137346e-06 5.318716e-06
 7.132454e-06 6.900683e-06 5.866207e-06 6.293416e-06 5.721457e-06 5.771754e-06
 5.828670e-06 5.860512e-06 5.675447e-06 3.137704e-06 5.695076e-06 4.411129e-06
 3.629428e-06 4.646044e-06 5.800320e-06 5.588939e-06 5.607425e-06 7.379900e-06
 6.024528e-06 6.378379e-06 6.302129e-06 5.688803e-06 5.979686e-06 6.909683e-06
 5.413867e-06 5.371668e-06 4.791915e-06 5.186390e-06 5.529216e-06 5.794827e-06
 5.255226e-06 6.190295e-06 5.999995e-06 5.372896e-06 6.546763e-06 5.789477e-06
 5.869433e-06 7.373490e-06 6.640410e-06 5.940190e-06 6.474468e-06 6.454155e-06
 8.073575e-06 9.083287e-06 9.750140e-06 7.567380e-06 5.131500e-06 8.770688e-06
 9.793259e-06 9.237255e-06 1.166932e-05 1.196030e-05 1.385674e-05 1.205505e-05
 9.075506e-06 1.125323e-05 1.555541e-05 1.577846e-05 1.470226e-05 1.715716e-05
 1.706117e-05 1.525532e-05 2.044183e-05 1.835230e-05 1.840072e-05 1.753720e-05
 1.479906e-05 1.878419e-05 1.799865e-05 1.876282e-05 1.792908e-05 2.040490e-05
 1.789748e-05 2.065772e-05 1.803184e-05 1.963275e-05 2.210533e-05 2.119343e-05
 2.457562e-05 1.864526e-05 1.329883e-05 8.709687e-06 6.084619e-06 2.153251e-06
 7.393767e-07 2.628384e-07 6.853693e-08 0.000000e+00 0.000000e+00 0.000000e+00
 0.000000e+00
212  103  137  28  15  10  30  50  100  40
