46-13: CTR 35 (Sample 'E')
  725    4    1    0   2     <-- KG    KA    IPNT  IACT  KQT  (5I5)
0.005  9.0  0.03  0.001       <-- ACVX  FCHN  FCVX  FS         (free format)
0.0   0   0  9849600.0  1.0   <-- AK1   NORML ILOG  TIME  ACNM (free fmt: R,I,I,R,R)
MN552    2.140E-13 0.020            MN2N 00.00 IWX
1.000000e-11 1.000000e-10 5.000000e-10 7.500000e-10 1.000000e-09 1.200000e-09
 1.500000e-09 2.000000e-09 2.500000e-09 3.000000e-09 4.000000e-09 5.000000e-09
 7.500000e-09 1.000000e-08 2.530000e-08 3.000000e-08 4.000000e-08 5.000000e-08
 6.000000e-08 7.000000e-08 8.000000e-08 9.000000e-08 1.000000e-07 1.250000e-07
 1.500000e-07 1.750000e-07 2.000000e-07 2.250000e-07 2.500000e-07 2.750000e-07
 3.000000e-07 3.250000e-07 3.500000e-07 3.750000e-07 4.000000e-07 4.500000e-07
 5.000000e-07 5.500000e-07 6.000000e-07 6.250000e-07 6.500000e-07 7.000000e-07
 7.500000e-07 8.000000e-07 8.500000e-07 9.000000e-07 9.250000e-07 9.500000e-07
 9.750000e-07 1.000000e-06 1.010000e-06 1.020000e-06 1.030000e-06 1.040000e-06
 1.050000e-06 1.060000e-06 1.070000e-06 1.080000e-06 1.090000e-06 1.100000e-06
 1.110000e-06 1.120000e-06 1.130000e-06 1.140000e-06 1.150000e-06 1.175000e-06
 1.200000e-06 1.225000e-06 1.250000e-06 1.300000e-06 1.350000e-06 1.400000e-06
 1.450000e-06 1.500000e-06 1.590000e-06 1.680000e-06 1.770000e-06 1.860000e-06
 1.940000e-06 2.000000e-06 2.120000e-06 2.210000e-06 2.300000e-06 2.380000e-06
 2.470000e-06 2.570000e-06 2.670000e-06 2.770000e-06 2.870000e-06 2.970000e-06
 3.000000e-06 3.100000e-06 3.200000e-06 3.500000e-06 3.730000e-06 4.100000e-06
 4.700000e-06 5.000000e-06 5.400000e-06 6.000000e-06 6.250000e-06 6.500000e-06
 6.750000e-06 6.875000e-06 7.000000e-06 7.150000e-06 8.100000e-06 9.100000e-06
 1.000000e-05 1.150000e-05 1.190000e-05 1.290000e-05 1.440000e-05 1.600000e-05
 1.700000e-05 1.850000e-05 1.940000e-05 2.000000e-05 2.050000e-05 2.120000e-05
 2.175000e-05 2.250000e-05 2.500000e-05 2.750000e-05 3.000000e-05 3.125000e-05
 3.175000e-05 3.325000e-05 3.375000e-05 3.500000e-05 3.550000e-05 3.600000e-05
 3.700000e-05 3.713000e-05 3.727000e-05 3.763000e-05 3.800000e-05 3.910000e-05
 3.960000e-05 4.100000e-05 4.240000e-05 4.400000e-05 4.520000e-05 4.830000e-05
 5.060000e-05 5.340000e-05 5.800000e-05 6.100000e-05 6.300000e-05 6.500000e-05
 6.750000e-05 7.200000e-05 7.600000e-05 8.000000e-05 8.170000e-05 9.000000e-05
 9.700000e-05 1.012000e-04 1.050000e-04 1.080000e-04 1.130000e-04 1.160000e-04
 1.175000e-04 1.190000e-04 1.220000e-04 1.430000e-04 1.700000e-04 1.800000e-04
 1.877000e-04 1.885000e-04 1.915000e-04 1.930000e-04 2.020000e-04 2.074000e-04
 2.095000e-04 2.200000e-04 2.400000e-04 2.850000e-04 3.050000e-04 5.500000e-04
 6.700000e-04 6.830000e-04 9.500000e-04 1.150000e-03 1.500000e-03 1.550000e-03
 1.800000e-03 2.200000e-03 2.250000e-03 2.500000e-03 3.000000e-03 3.740000e-03
 3.900000e-03 5.700000e-03 8.030000e-03 9.500000e-03 1.300000e-02 1.700000e-02
 2.000000e-02 3.000000e-02 4.500000e-02 5.000000e-02 5.200000e-02 6.000000e-02
 7.300000e-02 7.500000e-02 8.200000e-02 8.500000e-02 1.000000e-01 1.283000e-01
 1.490000e-01 2.000000e-01 2.700000e-01 3.300000e-01 4.000000e-01 4.200000e-01
 4.400000e-01 4.700000e-01 4.920000e-01 5.500000e-01 5.730000e-01 6.000000e-01
 6.700000e-01 6.790000e-01 7.500000e-01 8.200000e-01 8.611000e-01 8.750000e-01
 9.000000e-01 9.200000e-01 1.010000e+00 1.100000e+00 1.200000e+00 1.250000e+00
 1.317000e+00 1.356000e+00 1.400000e+00 1.500000e+00 1.850000e+00 2.354000e+00
 2.479000e+00 3.000000e+00 4.304000e+00 4.800000e+00 6.434000e+00 8.187000e+00
 1.000000e+01 1.284000e+01 1.384000e+01 1.455000e+01 1.568000e+01 1.733000e+01
 2.000000e+01
 4.576544e-10 2.958025e-08 1.065972e-07 2.104316e-07 3.500298e-07
 6.735300e-07 9.182400e-07 1.321850e-06 1.898088e-06 3.333884e-06 6.494400e-06
 1.011768e-05 1.751272e-05 6.629030e-05 8.660298e-05 1.109180e-04 1.233495e-04
 1.241106e-04 1.204763e-04 1.071720e-04 1.043712e-04 8.789390e-05 7.606250e-05
 5.203146e-05 3.802484e-05 2.997776e-05 2.453985e-05 2.137840e-05 2.013737e-05
 1.918920e-05 1.878929e-05 1.843156e-05 1.805940e-05 1.803312e-05 1.852092e-05
 1.836190e-05 1.792395e-05 1.760904e-05 1.709642e-05 1.678196e-05 1.732206e-05
 1.733670e-05 1.665232e-05 1.693800e-05 1.651595e-05 1.668126e-05 1.630455e-05
 1.568678e-05 1.631452e-05 1.721777e-05 1.633326e-05 1.601001e-05 1.591658e-05
 1.567167e-05 1.633131e-05 1.540404e-05 1.625530e-05 1.544421e-05 1.577521e-05
 1.563391e-05 1.579861e-05 1.640737e-05 1.599534e-05 1.621362e-05 1.563577e-05
 1.618286e-05 1.612575e-05 1.558290e-05 1.597079e-05 1.579713e-05 1.643583e-05
 1.532954e-05 1.611267e-05 1.620717e-05 1.621833e-05 1.589322e-05 1.618946e-05
 1.557839e-05 1.586693e-05 1.606789e-05 1.609356e-05 1.550366e-05 1.599119e-05
 1.600972e-05 1.573989e-05 1.626828e-05 1.550840e-05 1.592658e-05 1.570212e-05
 1.506510e-05 1.544091e-05 1.558278e-05 1.593468e-05 1.573241e-05 1.629152e-05
 1.635388e-05 1.525372e-05 1.538784e-05 1.550830e-05 1.541165e-05 1.509079e-05
 1.502285e-05 1.554586e-05 1.506557e-05 1.481065e-05 1.585605e-05 1.557392e-05
 1.591244e-05 1.605868e-05 1.557683e-05 1.575193e-05 1.583155e-05 1.588820e-05
 1.579470e-05 1.551842e-05 1.347604e-05 1.413570e-05 1.471851e-05 1.495460e-05
 1.559455e-05 1.543065e-05 1.604890e-05 1.606220e-05 1.582728e-05 1.567753e-05
 1.572431e-05 1.539699e-05 1.589126e-05 1.502256e-05 1.493613e-05 1.594742e-05
 1.571423e-05 1.647001e-05 1.605868e-05 1.561028e-05 1.598619e-05 1.599617e-05
 1.528330e-05 1.540197e-05 1.592414e-05 1.609523e-05 1.371624e-05 1.549506e-05
 1.577574e-05 1.585927e-05 1.575040e-05 1.569081e-05 1.559398e-05 1.549288e-05
 1.621701e-05 1.614704e-05 1.598649e-05 1.610142e-05 1.589546e-05 1.614416e-05
 1.572564e-05 1.587626e-05 1.592306e-05 1.600812e-05 1.551650e-05 1.493171e-05
 1.578957e-05 1.601177e-05 1.601034e-05 1.665385e-05 1.675816e-05 1.603559e-05
 1.626286e-05 1.567189e-05 1.664837e-05 1.510058e-05 1.604107e-05 1.582539e-05
 1.531694e-05 1.562520e-05 1.611264e-05 1.697739e-05 1.588425e-05 2.067672e-05
 1.700466e-05 1.550084e-05 1.824459e-05 1.716404e-05 1.775100e-05 1.575724e-05
 1.710101e-05 1.743918e-05 1.622561e-05 1.654420e-05 1.725936e-05 1.784748e-05
 1.674626e-05 1.940581e-05 1.855244e-05 1.759814e-05 1.912801e-05 1.884956e-05
 1.841573e-05 2.295717e-05 2.063619e-05 1.983560e-05 1.980711e-05 2.151120e-05
 2.548379e-05 2.853229e-05 2.969009e-05 2.062106e-05 1.810680e-05 2.864771e-05
 3.235661e-05 3.163239e-05 3.773508e-05 4.123812e-05 4.567000e-05 3.949701e-05
 3.275250e-05 3.896363e-05 4.662080e-05 5.110600e-05 5.139337e-05 5.357844e-05
 5.812154e-05 6.021523e-05 6.900158e-05 6.453997e-05 6.039056e-05 5.518996e-05
 5.603400e-05 6.012568e-05 5.493682e-05 6.047054e-05 6.244092e-05 6.748225e-05
 6.420041e-05 6.356928e-05 6.804955e-05 6.824160e-05 7.267117e-05 7.051958e-05
 7.575864e-05 6.186334e-05 4.538971e-05 2.720013e-05 1.896664e-05 7.153701e-06
 2.315383e-06 5.793734e-07 1.292136e-07 6.935145e-08 2.865818e-08 1.076025e-08
 2.358629e-09
212  103  137  28  15  10  30  50  100  40
